5000
dfcabge edcfgba
adfgebc bagfedc
gbeacfd debcafg
abcfdeg dgbcefa
ebdfcga befacdg
aebgcdf gfedabc
gcfeabd badfcge
cgadfbe gfacbed
bfedacg cfbdeag
acdbgef fgbdcae
cgfeabd fdbgaec
bfceadg efagdcb
degbacf gfdacbe
beadfgc cdfgbea
cafegdb baefdcg
gbfaecd adfebgc
gcebdfa deacbgf
cgbfdea aebdcfg
fbceagd fgbcade
bcgfaed cebadfg
dcfageb fdabceg
abfedcg bgfdeca
cdbgfea gdfcabe
feacgdb dgecbaf
fcdgeba gfdaceb
cfedabg afecdgb
cedgbaf adgecbf
bfecgad beagcfd
cagedfb dagcfeb
fbadgec bgdcfae
acebdfg bfecdga
dbgecaf eabcfgd
begdcaf eacfdgb
agbecdf cfegbad
bgdaefc agbdcfe
gefbcad efgdcab
fbgcdae cegbafd
abecdgf dcfbgae
dfeabcg adgebcf
fedabcg aegbfcd
bafgedc cdbgfae
dfaegbc gdbeacf
decgafb cbedafg
bacgefd begfacd
dgcafbe edbgafc
cadgfeb eacbfgd
baecfgd bgfecad
fgedacb geafcdb
egacdfb dfcabeg
bdgface gdacbef
gfdecba gbfdcea
fgaedcb dcfbage
bacfdeg cdebgaf
facgdbe fcdaebg
aegbfdc aecgfdb
dcgbafe bdcegfa
agcdbef gdfcbea
aecgbdf cgbfade
bcagfed edbfcga
fedbcag becfagd
cfgedab bcdfeag
begfacd cgfedab
dgcabfe fcdabeg
fagcedb dcegafb
dgaecfb faecdbg
cdfbeag gbedcaf
aefbgdc cegdafb
dacebfg bdgceaf
fbgeadc fcbdage
bgeadfc egfbdac
acegbdf bgdecaf
egdfcba aefcdbg
dgcfeab cfebdga
gfebcda facegdb
cgfbdae dgeacfb
gdecfba abdcfeg
gcebfad begcdaf
fagcbed cfgdaeb
geadcbf gedfcab
bdfecga egfcdab
beadcgf gfebcad
decagbf fbadgec
baefgdc gdcafbe
bdcfgae gcbefda
cdbgaef defgbac
bafcedg defbcga
baecdfg cbaefdg
dbfcgae agbcfde
cbfedag cbfedag
bcdafeg degafcb
fcagedb fabgdce
dcfgeab bgefdca
bdefacg edfgbac
ecafbgd cgfebda
fagecdb aefcbdg
bdgafec eagcdfb
bgdfcae bgfcead
bdgcfea dfgceba
dbagcfe cafdgbe
caedgbf agdbcfe
baedgcf aegdcfb
cgeabfd agfecbd
deagfcb fgcedba
fgcbade gbafcde
fabgecd bgdcfea
cfedgab gadfebc
badfgec adefgbc
bcgeafd cefgadb
cabfdeg gdfbaec
cefabdg fegadcb
fdgbeac badefgc
dcaegfb ebacdfg
fcebgda bfgceda
agbefdc aedcfgb
cgaebdf aebgcdf
ecbfdga afbdgce
bgfaedc fgcbade
gdaebfc fdcgbea
baegcdf bgcafde
cefgdba bdfcaeg
fgecabd gbeacdf
dgbfaec gcdefba
dcabfeg cgedfab
degfabc acdbefg
cdfbega bfgdcea
afcebgd edfgcba
bgfdaec cbgfaed
fdaecbg ebdfcag
acdegfb agbcdef
gebafcd gcfaedb
fadebcg cbfeadg
degabfc acgfdeb
gafcdeb badcgfe
bgfedac dbagcfe
decfbga fegabdc
dfcagbe dbgcafe
cdbfaeg befcadg
fagdbce abgcefd
bdcefga cgfdabe
gadbfec gdceabf
dafgebc dcgabfe
agebcdf fgcdeab
gcfbade bgcefad
fdcbage cefdbga
efdgcab fdbeagc
bgaefcd dfgcbae
cbdgafe bfadegc
bfeadcg acdefbg
fegabdc caefgbd
abdgefc eadcfbg
abfgced fgecdba
edbcgfa cbgdafe
cdfebga dcbfgae
edafcgb febcdag
abfgecd dcaebgf
fedgcab gdebafc
gfacedb afcdbge
bgcedfa aecbfgd
eacgdfb aefbgdc
dacfgbe cgbfeda
dfbagec adbecgf
fdcebag dabfcge
eacdbfg bcdfgae
aegfdcb gedafcb
afgebdc adcfegb
fgaecdb deafgcb
faecdgb gafdebc
cefgbda facdegb
bdgeacf bgdeacf
fgbcdae bdafecg
efgadcb ebdacgf
ecdfabg bcfaedg
egacdbf gbaecdf
cafgdeb egfbdca
gbaecdf fbdacge
egfbacd efabdgc
bfaedcg dbafegc
cdbfeag gcebafd
fedgbac afcebgd
caegdfb bfgedca
edacfbg debgcaf
agbfced cebgafd
cbgfade begfdac
cgedfab gfabecd
gfcadeb adfcegb
cfbgeda beafdcg
abecfdg bdeagfc
gadcebf fgdeacb
bfgdcea afcdegb
aedcbgf agdebcf
gebcdaf cabedfg
abgedcf ebfdcag
adfecbg dfecbga
dfebgca dfacebg
dcbaefg acbdegf
bafcegd cgdbaef
gbeadfc bfecagd
becagfd aecfdbg
bfcegad fecdagb
egcdbfa agbdfce
agbcdfe cbgafde
bfgdcae defabgc
gedfcba fegcabd
afgecdb gfcaedb
dfcageb adfgebc
adefcbg dcaebfg
bdfcaeg fabcdeg
dbgcfae gdfbace
geacfbd gdefcba
bfcedag dacbgfe
bfceagd fbeacdg
ecgadfb fagebcd
caefbgd dagcfbe
bgadefc agefbcd
dcefbga dacfegb
debgfca fgdbeca
cfeabdg dcbgefa
acfdbeg gfdbace
cfdbega eacbdfg
bfecadg acbegfd
gbcdefa ecdbgaf
baegcfd gfbcdea
bedgcaf fcdgabe
febcdag fcgbdae
cfbdeag efcbgad
bcfegda bfecdag
gceadbf dcebgaf
fagecbd gbfaedc
gcdaefb bagecfd
gcdbaef bacfdeg
fgacbed gabdcef
badegfc fgecabd
acgbefd fbeacgd
agdebcf edgcafb
ebdcfag gafdbec
bdafgce acdgebf
346
cgdaebf egcfabd, cfedabg afecdgb
aedcgfb fdgbaec, dfgabec gafebdc
edcabfg adgfebc, bgdfeca bgadecf
gceafdb gefbacd, agbedcf efdgacb
cgdfeab bafgdce, gbcadfe gbafecd
bgaedfc cdfgabe, dfbcaeg gcdbafe
eacfgbd dgfaceb, debfgca efcdagb
cagefbd cgebdaf, gbdcaef cfgdbea
abgcfde dgafbec, agfedcb gbfedca
agfdceb bgfcade, fegcbda befdgac
gdbcfea eafcgdb, abfdegc aegdcbf
fbgcdae cegbafd, daefbgc faedcbg
baefdcg bedfagc, bdfgcea fbagedc
fagecdb aefcbdg, ebfdagc dcgeafb
acgfbed adebcfg, eabgdfc bgdcaef
gebfdac dbeagfc, bcgfdea dfgecab
cbedagf fcdegab, gfbdcea ecbafdg
degcfab cgfbaed, bcegadf cdfaegb
daecgbf ecgdabf, ecbagdf efbgdca
dgfebac fgcaedb, afdbecg cbdgafe
bgfacde dcbfeag, bgcdefa adgbecf
aedfbcg gebdcaf, gcefbda ebgfdca
bfdaecg bcfaged, ebacgdf gadefbc
beacgfd eagfdcb, bgecdfa befcgad
fabdcge cgfabed, bedfcga fadebgc
gabdcfe gedacfb, bafdgec adecgbf
fcaegbd ecbdafg, fdbagec cadgebf
cdfeagb gfecdab, fbgaced adfbcge
efdgcab fdbeagc, bcgdfae abgedcf
fbcdeag febadcg, bdgcfae abgcfde
fgeadbc dbgeafc, bgcfead bdgcafe
cbgefda defcbga, fgcebad gecbadf
dbgfeac ebdafgc, fagdbec dagfecb
efgbadc gaedcbf, agefbdc dcagefb
cdebgaf cabgedf, gadefbc gbfcaed
dgcaebf ebgfadc, agdbfec begadfc
cgefadb ebafcgd, fegbcda gfaecdb
gfaebdc dfbgcae, egbfdac eabfcgd
dafgebc dcgabfe, efbdcga fbcgdae
fgcebad gecbadf, bgeafdc fbecgad
fecgbad cebagfd, fgeabdc bdeafgc
bdgefac bfadgce, dbagcef dcbegfa
aecbgfd fdcageb, cbgdaef cbaegdf
bdfceag bgaecfd, gfeabdc dfcgbea
egcafdb dfegacb, dgfeacb gbdcfea
afgedcb dcegbfa, gfcbeda efacdbg
dfaegbc gdbeacf, ecgabfd gdcfeba
gedfabc fgacbed, gbadfec gbcadef
gecdfba cefbadg, gfbaced cdbgfea
fdgbeac badefgc, aecbfgd acegfbd
bcfgeda gcaebfd, fbeacdg cabfdge
caegdbf acbdgef, defbacg fceagdb
cbfegda decfabg, cbdfage efgbacd
adfgecb ebfcdga, edfagcb efgdabc
cgdfbea cdebagf, edfagcb efgdabc
agefbcd efacgbd, agbefcd dgbecfa
cafbegd egbcdaf, dcbeagf ebfgacd
efgabcd gdcfbea, ebacgfd fadcebg
ecfgabd abfdegc, afdcgbe afecbgd
fdcgeab fdbeacg, cbdgfae bcefagd
cdfgeab bafgced, cgfbdea ecbgadf
gbfdaec egfcbad, fgaebdc bfcedag
cbefdga dgcfabe, adecgbf dfbcgea
dbefacg cebfadg, cdabgef badcfge
aegfdbc gdfbeca, bgfaced dgacfbe
gdfabce bfdceag, cfdageb dbacgef
agdfbce abfcged, fcbgead defabcg
dbcaegf fedcgba, edbcfag gebfacd
fagbdec dbgaefc, gbaefdc ebgcfda
bdecafg dgeabcf, afgcdeb eafdcgb
afcbedg afdgcbe, fbgedca cebdfga
ecdfgba egdbcfa, bdfgeac gdecfba
efcagbd fgdabce, becafdg bcdgeaf
egdbacf gdafbce, gfbdace gefcdab
fgceadb gbdefca, bfacged ecfbdga
cgfabed fcdeabg, dfgeacb abdgcef
eadgfcb aebdgfc, bedcafg fcebdga
efdgabc eabfgcd, gdcefba abgcedf
cbgfdae egadcfb, agfebdc bfcadeg
gbacdfe cagfdbe, dcabefg fgdebca
edgfbac cabedgf, cgbfdae dfcgbae
fbcgdea dcgbfae, bcdfage dcbgaef
geabfcd gcebadf, gecbdfa gebdfac
fcbaegd bagedcf, aefdgbc agecdbf
bdefagc cfbegad, bgdfaec bfacged
fcedagb adcfbeg, dafbegc bfecgda
fbdagce cbdegaf, fdgabce fcdegba
gefadcb fgdbcae, ebafgdc cfdebag
acgfebd cadfgbe, deafbcg adefbcg
dgebafc bdcfgea, agecbfd fgbdeac
ceafgbd efcbagd, dcaefbg fbcdage
bgefcad agdcbef, gadfebc bfeacgd
gafbedc acefbgd, dbfcaeg gabfecd
bdfagec fgecdab, cedgfab agfcdbe
cgeadbf egbafcd, cagbfed gbeadcf
gbcfead cabdfge, fecbagd acgedbf
gbcaefd agfcebd, bgedfca adfbceg
acfdbge gfcbead, fbdgace dcfgabe
baecgdf cefabgd, bfacdge cbdefga
bdcfeag dfbgeca, fcgebda dbfaegc
bacfegd deabfcg, ecabdfg facbdge
gdacfeb gcfebda, ebdgacf dbfcgae
fbcaged dbagfce, beafdcg egacfdb
cgbefda dceabfg, debacfg fegcadb
badgfce efdgcba, cgdbafe dacgbef
bdfcgea dacgefb, fcdbega cbafegd
cbdeagf gecdbfa, gaefdbc cdaegfb
edacfbg debgcaf, fgdcabe agcfdeb
gebcdfa acfdgeb, bdacgfe cfedagb
fabdcge cgfabed, gecdfba cefbadg
ebcfagd efadgcb, egafdcb afdecgb
febcgda edabgfc, fdbecag fgceadb
ecadgfb eabgfdc, fdgbaec cadfegb
cfdgeab eafbdcg, dcaefbg fbcdage
efcdagb fbdgeac, afgbced gdeabcf
fdeabcg ecgdfba, bafgced afgbcde
fdcgeab fdbeacg, badfecg bafdecg
agfcedb dgefcab, gcabedf cdbfaeg
cbgdfea dacebgf, baecfgd bgfecad
beagdcf ecgdbaf, egbcadf gcfdeab
gdaebcf edbagfc, fcdaegb gfecbda
fgabecd defgcba, gecdabf egbcadf
agdecbf acfdgbe, cagbefd ecbdagf
bdafegc adgbfec, dceafbg fcabged
cgdfeba deacfbg, dbafcge bgedfac
faegbdc cabfged, ceadgbf bfdcaeg
abgcdfe cdfebga, dbfagec abefgcd
debagcf fgbcdea, bfaedgc deagcbf
dfcgeab acgebdf, edbgfac bagdecf
cbfaedg cgfeadb, acgdfeb egabfdc
daefgcb eacgfdb, fgcaebd fgdbaec
gdbceaf bgefdac, defgbca gcaedbf
eabcfdg dgcabef, abgefcd ecdbafg
egcbdaf afdbcge, eacdfgb gdfceab
geabfdc fbdgcae, bcaegdf acbedgf
dbfcage befdgca, dcbefga dfaebcg
afbedcg cfebagd, fdacbeg agcbefd
abcdgfe dafegbc, daegfbc deafcgb
egdcfba bcafedg, gdbfeca fagcdeb
ecbdgaf cbagdef, fdbceag abcgdfe
cdebagf agfcedb, gcfabde egdbacf
fedagcb gfbdeca, cgfdbea deacfgb
abgdcfe gefbadc, cabgdfe gabcfde
dcgabef dcaegfb, agfecbd fedgcab
gabfedc abfgced, ebgacfd cgfedba
bcdafge gdbcaef, fagbedc fabecdg
agdecfb cgfdeab, fcadbeg eabcdfg
afgcbed befagdc, bafgdce ecdgabf
abfdgce fdgceba, abcdgfe dafegbc
bcfadge egbcafd, aebcdgf dcbegaf
bcgdefa ebcdgaf, fcbeagd edgabfc
abdcfge dgbeacf, gdabfec bcafdeg
adcefbg acfbdge, daecbfg cgbedaf
bgafdec cgdfeab, caedbfg fgbaedc
dgbfeac cbfadeg, fcdgbae bgecafd
ecbadfg bcaegfd, egfcbad cgfbdae
dbgcafe eabcdgf, edbgfca afdebcg
fdabegc agfdecb, agdcefb faebcdg
daebcgf cdbfgea, bdgafec eagcdfb
geabfcd gcebadf, cfdgeab eafbdcg
dbafecg fcgadbe, abcegfd cfaegdb
cdgfeba acefdgb, cbgefad dfgeacb
gcbdfae deafbcg, fcdgbea ebagfcd
dabcefg eagbdcf, dcefgab cafbged
gfbaecd dbfacge, fbdgace dcfgabe
dfgacbe afgdbec, afecbgd cedagfb
fabgedc ebgfdac, daecfgb cbdgaef
dcaebgf cagfebd, fdgcbae edcagfb
cagdefb gafcbde, edcfgba abgecfd
bgfacde dcbfeag, edgfcba edfacgb
ebcgdfa eafgcbd, dbcefga agfdebc
edgbafc adfecgb, bcgefda befgadc
adbgefc bdfcega, bgcfdae caefdbg
geabcfd dbeafgc, defgbca gcaedbf
gdfbeca gbaecfd, eadgcfb facebgd
cbeagfd gabfdec, bgcdfae cbfgaed
abfdceg bacdegf, faedgcb ecafdbg
fdabceg adbgfce, aefbcdg bfdagec
ecfagdb ebcfadg, abdgcfe cedgafb
bgfacde dcbfeag, cfebdga ceadfgb
fbcaged dbagfce, edacfgb edagbfc
dgcefba bdefgac, dbfcgea cedfgab
gdfaceb acgfbde, cdabegf agbecfd
eabgdcf efadcgb, dcgfabe cdagbfe
egfbdac edbcagf, fcgdeba adcebgf
cdfaebg gbafedc, fcaedbg dbcgfea
bdgface gdacbef, deabfcg edfbacg
fgadceb abdcfge, dbgfcea bcdgfae
fbdcage cgfadeb, cbefdag edcfbga
ecagfbd beadfcg, fcedagb adcfbeg
egcfdba cadbfge, gadebfc gdeacfb
cgaedfb abcfged, dbafgce abfecgd
acgdebf gdcbafe, adecgbf dfbcgea
dacfgbe cgbfeda, fdbecag fgceadb
cbadgef befadcg, fagecbd gbfaedc
dgbcefa bcedafg, agdcefb faebcdg
fdbecga degcabf, dcbaefg acbdegf
cedgbfa cdafebg, bfadegc fedgacb
fadgbce cfbgaed, egabdfc fdebgac
fegdbca febcdga, degfbac fbgdcea
dcbegaf ecbfadg, afdebcg beagfdc
daefcgb gfedbca, cfabgde bceafgd
gdfbcea bgefadc, dgcabfe fcdabeg
ebfgcad eadfbcg, aedcbfg cefgdab
cabgedf adbfceg, deagbcf efacbgd
fagbdce fdgcbea, bacdefg bfcdgae
gafcedb ecfdbga, bcedfga adebfcg
abgecdf eabdcgf, gbaedcf aecgfbd
dgefcba dcfgeab, agedcfb aegdfbc
debfacg befcagd, cdgaefb acdebgf
agdbfce facgbed, gacbfed badgcef
bgfeacd befdacg, faegdcb begcfda
cgfedba bgaedfc, fbdcgea bgcdafe
bagcedf edfgabc, gfedacb aedgcbf
gaefdbc cdaegfb, gdcefab ebagcdf
fbdeagc cegbdfa, geafbdc egdcbaf
gcabfde gcdabef, dbecfag egbdfac
fbcgdae cfdaebg, gcfbdea egbcdfa
gdacfeb gcfebda, ebgdfca bfcaegd
dfagcbe agfbcde, faecbdg gfedbac
bagdecf ecfgdba, gcedfba ecfbadg
cbfgdea adcfgeb, cfabgde bceafgd
egacbdf agcfbed, defabgc cabgdef
cgabdef edafbgc, cbafdeg cbgeadf
gcebadf cegdbfa, acebfgd deagbcf
bfgaecd efbdcag, becdgfa cegdfba
cgfdeab agefdcb, fcdbeag gedfbac
cadebfg bgacdfe, aebcgdf agedfbc
edbcfga cbdfgae, cabefgd gcafdbe
fdabceg adbgfce, cdefgba fcgabed
eacbgdf cgabdef, dbcgfae fcbgeda
gefcbda gabdfce, gbcfdae cefbdga
cfdbgea agbdecf, fbcgade gdfabce
cgbfaed fbedcga, dfcbaeg cfaebdg
cdefgba fcgabed, beadfgc cdfgbea
abcfegd gebcdaf, adebgfc bacdgef
fcegbad caefdgb, gdcbefa bagdcef
fdgaebc adfgbce, gcdabef fabgcde
cfabdeg cafedbg, ecbafdg gfdbcea
cbdfeag bcaefgd, decabfg ecgbdfa
edbfgca cedafbg, acdfegb efbdacg
bfedacg cfbdeag, cbdfgea bdgefac
gcbfeda cbgfdae, efagcdb bcagdfe
efadbcg dagebfc, bedfcga fadebgc
dfebgca dfacebg, cedbgaf bfgecad
gadfebc bfeacgd, gbedacf bfgadec
gbaecfd edcabfg, ebagcdf gadcfeb
cbegdfa fedcbag, adfgecb ebfcdga
fadcbge cabdfeg, fbgaced adfbcge
gfdacbe aegfbdc, aedgbfc bfdcgae
cdabgfe bgdefca, cefbagd dfcbaeg
bgcefda cdfabeg, begdcfa abgcdfe
daefgcb eacgfdb, gdcfeba acbefgd
cedafgb gfaecbd, decagfb bfaedgc
gfbdcea ecbafdg, cgafdbe bfcaedg
edbgfca afdebcg, cadebfg bgacdfe
dfagebc ebgcdaf, bcagdfe abfdecg
dcebafg gfecbad, acfdgbe bfgaced
cgdafbe fdabgec, eagbcdf cbdagef
fdbecga degcabf, bgfdcea fecdbag
bdfegac cafdbge, fgcebad gecbadf
cbfdeag badegcf, gecdabf egbcadf
gacfebd cfbgdae, cafbegd egbcdaf
fedgbca bgcdfea, gdfbcae fcdeagb
abcdegf gfadbce, gdeacfb fcdabge
fgdeacb bdfegac, bdgfeac edgcbaf
dgacfeb ecabfdg, dbagefc bdgfeac
cdefbag dacgbfe, gcfadbe aegcbdf
bgcafde fegbacd, cgaefdb fedbacg
gecbadf edfabgc, fegdbac agbedcf
gcdbefa abcfdge, adgcefb bfdcgea
dcefagb dbgfcea, dfbaceg cgdbafe
dcabegf ecadgfb, agcebdf cdbefga
eadcfbg egfbcda, abdegcf efbgadc
dafecbg dfegcba, dagefbc egcbafd
gfbdaec bgecadf, gadbfec gdceabf
afbgced abgecdf, bfdaegc dcfgaeb
dcaegfb ebacdfg, bfcegad fecdagb
fcegadb dbagefc, bfdgeac edgcfba
cbadgef befadcg, facegbd gadbcfe
gdfcabe cadgbfe, eafbcgd dafcbeg
afebcdg cbagedf, begfacd cgfedab
egcdbfa agbdfce, adgebfc dgcbaef
eagfbcd agdcebf, bfcgdae abgfced
bgecadf aebcfgd, adfcbge gdcabfe
eafcgbd egfacdb, fadecgb cebadgf
eadcfbg egfbcda, egdabcf bagcedf
decafgb abfcdge, edgcbfa cegbadf
fcbgead defabcg, fabcdge fagecdb
defacbg gabfced, dbgfeca bdceafg
eafgcdb badgefc, gecdfba cefbadg
geabcdf dcgebfa, gfedcba dafgceb
abdefcg agdebfc, cbgafed fgacebd
abdfegc ebdgcfa, gdfaceb acgfbde
fdbacge gecfbad, febcgad fgedcab
ecgfbad edbcgaf, dfcabeg ebgdafc
ebfcdga abcdgfe, bcgdfae abgedcf
afdcegb daecbgf, cdafbeg cbefadg
eabcdfg edcfabg, egdbacf gdafbce
efdbcag gbfdaec, gcbaefd abecdgf
aecbgfd fdcageb, febcdag fcgbdae
dcagfbe fbgdeca, efcbadg dcefbga
dbeacfg cedfabg, fbgdcea bcgfeda
deagfcb fgcedba, gedafbc agedbfc
cefagdb fgcedab, cfedgba cgdbfea
egbdcfa fcgedab, dcgfeba cgdaefb
cebdfga faegcbd, edacgbf dfecbag
cgbadef fcbaedg, adfbecg fgbadce
ebgfacd fcbgdea, abdcegf gfabdce
aegcfbd becdfag, edfgcba agbdefc
fadgbec fbaedgc, egfcbad cgfbdae
defacgb dafbegc, cabedgf egabdcf
gbeafcd faecdgb, dcebagf bdagfce
cdfaebg gbafedc, fgcdeba fadcegb
fcdgeab fbecdag, gacdbfe befgdca
eafbgdc fgeadcb, fgadbce feacdgb
eadcbgf gfcdbea, dfcegab gcfdbea
gbafced ebdcgfa, gecabfd bdagcef
fabedgc gdfeacb, debcafg bcagdef
egfabdc gcbadef, dagfcbe eafbdgc
cbaegdf dfbcega, becdgfa cegdfba
gefadcb fgdbcae, fdebagc abecfdg
dfcebag egbdcaf, cabfegd eacfgdb
bagefdc gcfbdae, fbdcgae bcafegd
dcefgba ecfbdag, acfdebg bgfdaec
agdfbce abfcged, dgcbefa fdegbca
fabdgce acebgfd, cdfaebg gbafedc
dacbfeg dfbgaec, dabefgc adfbegc
adcgbef fecbdag, ceafgbd efcbagd
dbgfcae cdeagfb, efdcagb efabcdg
geacfbd gdefcba, acdefbg cabdefg
cadbegf abegcdf, cfebgad dbaefcg
egfcabd dbecfag, adfebgc edgfacb
gbfdeca acbfgde, gbadfec gbcadef
aegbcdf gdefcab, gdeacbf ecgfbad
dcefabg gcbfead, fdagbce efabgdc
aebdfcg cgebdfa, edbgcfa ecfbagd
cegfbad dagfcbe, gecbdfa gebdfac
defabcg cdgabfe, degbcfa dafcebg
daecgfb bcedgfa, agcefbd gadcebf
agdfbec gacfdeb, cfdbgea agbdecf
edfcgab gcdfeab, bcegafd feadbcg
gcabefd acdgfbe, acbegdf dabecgf
bagefdc gcfbdae, ebdfagc acfgedb
fgbdeac efgacbd, cbdgeaf bfcgead
cdfgeab bafgced, fbeagdc feacbdg
2925
gbcaefd agfcebd
fgceadb gbdefca
gfbcead agbfdce
fcgbaed cfdabeg
feagdcb bcedfag
gfbcade fbdaegc
febgacd bafdgec
bcagedf cgdfbea
cbgefad dfgeacb
debfacg befcagd
edfgbac fabcged
aegdcbf fadcbge
gcbefda cbfgade
fgadcbe fagcbed
bfdaegc dcfgaeb
cfedgab gadfebc
gbcefda dgebfac
cfegadb dcagbfe
degfbac fbgdcea
cfgdabe afbegdc
aedgbfc bfdcgae
dgcafbe edbgafc
bdaegcf acdebfg
dbfgcae afdgbec
bafgdce ecdgabf
fecbadg fdgbeca
ebdcafg eabgdfc
feagbcd dgcebaf
ebgcdaf facdbeg
gedcbfa abdegcf
dbcgefa egdacfb
cadfbeg gadecfb
bcdeagf bedgcaf
cebgdfa febgdac
gdacfeb gcfebda
fegbacd aefdbgc
bfegdac gaedfbc
dgefbac gfebacd
dbegacf dgbcfae
dafbegc bfecgda
fadcgeb acfbegd
ecgfbad edbcgaf
fecbgad cbgefad
cfbaged facgdeb
dgbafec cfbgeda
cfadbeg dagbefc
dbgcafe eabcdgf
gfdeabc dgfcabe
efbgcda fcabdge
dbfgcae afdgbec
bgcfaed edabgcf
feacdbg bcadefg
ebcdgfa cgbdafe
aefgbdc gaefdbc
fbdcgea bgcdafe
gecafbd cebgfda
bdaefcg aedfgcb
gbfeadc faedgcb
bfcdega cdfgeba
gefcadb gedcafb
defgcba abfcedg
gfcdeab aecfdgb
acbegfd dfgabec
bagefcd dgcbeaf
fgedcba fdbagec
cbdeafg begdcaf
egacdfb dfcabeg
bcfgdea acefbdg
afbegcd bcgafed
fdgbcea bcfdeag
gafcedb ecfdbga
gbeacfd debcafg
decbfag aecbdgf
dbafecg fcgadbe
eafcgdb fecdgab
egdbcfa bgedacf
eafcdgb adbcgef
bgdcefa gbecdfa
bcdafeg degafcb
eadbgfc fdcbega
cdgeafb cbgfead
dcbfega cegfadb
fgbaedc geadcbf
efdacgb gcaedfb
fgceabd efbcgda
dcgefab edfbgca
fgedacb geafcdb
daebgcf dfaebgc
bdagfce fecgabd
cdafebg acfgbde
ebcfadg fedbcag
efgdbac fbdcgea
bfcdaeg cbfegda
gecafdb cfbaged
efgadbc cbaegfd
bdaegcf acdebfg
aebfcdg facbged
dfbaecg gefacdb
defbcga dcebfga
cbfeagd afdebgc
gfcdabe acdbgfe
acfbged dagbecf
baedcfg cgedabf
fgcbead bdgfcae
cefagbd acgdebf
gdeafcb aegbdcf
abfgced fgecdba
gdacbfe bacfged
bfedcag bfgecda
cfbedga cbaefgd
fabgecd bgdcfea
ceabdgf cefabdg
egdabfc efcdabg
abdegfc bcdgfea
edacgfb ebacgfd
bacefgd cefadbg
ecbafgd bgaecdf
abcdgef acgbfde
cfeagbd decbfag
cbedgfa bcefdga
bafdgec adecgbf
cdebagf agfcedb
bgdfeca bgadecf
gdafbce befadgc
gdeabcf gacdfeb
fbdgcae ebgacfd
cadebgf cfbgdea
fdagebc edfbgac
ebdafgc gfabedc
adgfceb egdbfac
cfgabde abdgfec
bfcgaed eadfcgb
ecgbafd febagdc
bfdecag fcgebad
egbcfad afcedbg
ecagdbf dgbcfea
bcagfed edbfcga
gbfcaed fbegdca
ebacgdf gadefbc
acfgbde acgdefb
degfbac fbgdcea
gedbcfa cagebdf
fgcebad gecbadf
agcebdf cdbefga
febgcad fegacbd
fcbagde bgcedaf
acfgbed cfbgade
fdeagbc egfbcad
bfagedc bdfecag
abecgfd agdecbf
bdcfeag dfbgeca
egacfdb gbafdce
gbcdfae fgaebcd
edfbcag debfgca
cdbaegf bedgcfa
cebafgd gceabfd
bdfgace gdfeabc
ebagdfc cfgabed
dcfaebg gcaefdb
agcfdbe gbfecad
fdgaceb degbacf
badfgce badecfg
deabcfg efcdgba
fgaebdc bfcedag
efbcgda cfgbdae
fdbaegc agefcbd
gfbceda degacfb
cgaefbd gecdfba
dafgbce fcdbgea
bcgadfe gcbfdea
febdgac fadbceg
agfdceb bgfcade
geadbcf fdcbaeg
gebfacd efcbdga
fgedacb geafcdb
eafbdgc ecgfdba
fbgedca cebdfga
edagcfb feabcgd
ecagbdf dgfbeca
gfaecdb gfbdcae
dagefcb ecgadfb
bafdgec adecgbf
cbegfad egbadfc
abgefcd ecdbafg
fbaecgd abcedgf
bfdaceg cdgafeb
eacfgdb cegbfad
facdebg eadgcfb
bedfgac gadcefb
ecgdbaf dgcefba
cgdabef gaedbfc
gcdfeba gcfeadb
fcgdbae aedgcfb
afdgebc cfdageb
fbcedga gfcdeab
ebfgcda cfegadb
bfgeadc abfdgec
gcbfdea gfbecda
fdagbce efabgdc
egfabdc gcbadef
dfbcaeg gcdbafe
bdeagfc abdcefg
dfbceag dbacgfe
adefbgc fdebagc
badfcge dacgfeb
geafdbc dbcgefa
agbfedc gefbdac
facedgb gdeacbf
debfcag gabedcf
egfbcad abegfcd
agecdbf egbfdac
efbagdc dfgcbea
fcbdage bcgfaed
caegbfd bdacgef
gdfbcea bgefadc
dgafecb eagfcdb
aebdgfc egcbadf
dcfagbe bgdafce
gbcadfe gbafecd
fbgdaec bcdefga
aefbcgd gfaedcb
agfbdec dfaegcb
ebcgafd dgafebc
agdfecb agdfecb
fdcebag dabfcge
dbgfeca bdceafg
gcbedaf agebfcd
fcbedag gbcdafe
acdegbf fdbgcae
eadbcgf dcaefgb
afdecgb cdefagb
fbecagd gfdecba
dbacgfe cbgafed
fdgaceb degbacf
aegcdbf gecdabf
fadbegc aedfbcg
cabgfed feabdgc
beadgcf gbdacfe
gdfabce bfdceag
bgefdca cbgdfea
fcbadeg gacdbef
ecadgfb eabgfdc
caedgfb cfegbda
egfdbca dgebfca
feacgbd eadcbfg
abgfcde aedcgfb
dcbegaf ecbfadg
gfcbdae dcgfbae
abfegdc gfcbade
agbecdf cfegbad
gadbcfe gdbfeac
dcbgeaf egfadbc
dabfgec cebfgad
gafcedb ecfdbga
baecgdf cefabgd
abdgecf fecbadg
cdeagbf efbdcga
ebcgfda cgdeabf
edfcbga cgabfde
caedgfb cfegbda
dbcfgae bgdaefc
gabecfd cefgbad
fbgaedc fedabcg
ebcagfd acgefdb
cfadegb fabcdge
